DISTRICT NAME,DISTRICT NUMBER,COUNTY NUMBER AND NAME,EDUCATION SERVICE CENTER REGION,DISTRICT ACCOUNTABILITY RATINGS,TOTAL NUMBER OF SCHOOLS,TOTAL STUDENTS,STUDENTS: % AFRICAN AMERICAN,STUDENTS: % HISPANIC,STUDENTS: % WHITE,STUDENTS: % AMERICAN INDIAN,STUDENTS: % ASIAN,STUDENTS: % PACIFIC ISLANDER,STUDENTS: % TWO OR MORE RACES,STUDENTS: % ECONOMICALLY DISADVANTAGED,STUDENTS: % ENGLISH LEARNERS (EL),STUDENTS: % SPECIAL EDUCATION,STUDENTS: % BILINGUAL/ESL EDUCATION,STUDENTS: % CAREER & TECHNICAL EDUCATION,STUDENTS: % GIFTED & TALENTED EDUCATION,ATTENDANCE RATE (2020-21),ANNUAL DROPOUT RATE GR. 9-12 (2020-21),4-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2021) DISTRICT EXCL,5-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2020) DISTRICT EXCL, 6-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2019) DISTRICT EXCL,ANNUAL GRADUATE COUNT (2020-21),ANNUAL RHSP/DAP/FHSP-E/FHSP-DLA GRADUATE COUNT (2020-21),STAAR: % ALL SUBJECTS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MASTERS GRADE LEVEL STANDARD,STAAR: % ELA/READING AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MASTERS GRADE LEVEL STANDARD,STAAR: % MATHEMATICS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MASTERS GRADE LEVEL STANDARD,STAAR: % SCIENCE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MASTERS GRADE LEVEL STANDARD,STAAR: % SOCIAL STUDIES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE, STAAR: % SOCIAL STUDIES AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SOCIAL STUDIES AT MASTERS GRADE LEVEL STANDARD, STAAR: % AFRICAN AMERICAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % HISPANIC AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MASTERS GRADE LEVEL STANDARD,STAAR: % WHITE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MASTERS GRADE LEVEL STANDARD,STAAR: % AMERICAN INDIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % ASIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % PACIFIC ISLANDER AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MASTERS GRADE LEVEL STANDARD,STAAR: % TWO OR MORE RACES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % TWO OR MORE RACES AT MEETS GRADE LEVEL STANDARD OR ABOVE, STAAR: % TWO OR MORE RACES AT MASTERS GRADE LEVEL STANDARD,STAAR: % ECONOMICALLY DISADVANTAGED AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MASTERS GRADE LEVEL STANDARD,COLLEGE ADMISSIONS: % TESTED (2020-2021),COLLEGE ADMISSIONS: % AT/ABOVE CRITERION (2020-2021),SAT-AVERAGE SCORE (2021-2020),ACT-AVERAGE SCORE (2021-2020),TOTAL STAFF FTE,TOTAL TEACHER FTE,STAFF: % CENTRAL ADMINISTRATIVE,STAFF: % SCHOOL ADMINISTRATIVE,STAFF: % PROFESSIONAL SUPPORT,STAFF: % TEACHERS,STAFF: % EDUCATIONAL AIDES,STAFF: % AUXILIARY,AVERAGE SALARY: CENTRAL ADMINISTRATIVE,AVERAGE SALARY: SCHOOL ADMINISTRATIVE,AVERAGE SALARY: PROFESSIONAL SUPPORT,AVERAGE SALARY: TEACHER,STAFF: % MINORITY,NUMBER OF STUDENTS PER TOTAL STAFF,NUMBER OF STUDENTS PER TEACHER,TEACHER: % WITH 5 OR FEWER YEARS OF EXPERIENCE,TEACHER: AVERAGE YEARS OF EXPERIENCE,TEACHER: % WITH ADVANCED DEGREES,TEACHER: TURNOVER RATE,TEACHER: % AFRICAN AMERICAN,TEACHER: % HISPANIC,TEACHER: % WHITE,TEACHER: % AMERICAN INDIAN,TEACHER: % ASIAN,TEACHER: % PACIFIC ISLANDER,TEACHER: % TWO OR MORE RACES,TEACHER: % REGULAR EDUCATION,TEACHER: % SPECIAL EDUCATION,TEACHER: % COMPENSATORY EDUCATION,TEACHER: % BILINGUAL/ESL EDUCATION,TEACHER: % CAREER & TECHNICAL EDUCATION,TEACHER: % OTHER EDUCATION (INCLUDES G & T),TAXABLE VALUE PER PUPIL (2019 TAX YEAR),LOCALLY ADOPTED TAX RATE (2020 TAX YEAR),TOTAL OPERATING AND OTHER REVENUE (2020-21),Total OPERATING AND OTHER REVENUE PER PUPIL,Total OPERATING REVENUE (2020-21),REVENUE: % STATE,REVENUE: % LOCAL AND OTHER,REVENUE: % FEDERAL,TOTAL OTHER REVENUE(2020-21),FUND BALANCE (FOR ISDS),NET ASSETS (CHARTER SCHOOLS),TOTAL ACTUAL EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES (2020-21),TOTAL ACTUAL OPERATING EXPENDITURES PER PUPIL,EXPENDITURE: % INSTRUCTIONAL,EXPENDITURE: % CENTRAL ADMINISTRATIVE,EXPENDITURE: % SCHOOL LEADERSHIP,EXPENDITURE: % PLANT SERVICES,EXPENDITURE: % OTHER OPERATING,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES,TOTAL ACTUAL INSTRUCTIONAL EXPENDITURES PER PUPIL, EXPENDITURE: % BASIC EDUCATION SERVICES,EXPENDITURE: % SPECIAL EDUCATION,EXPENDITURE: % STATE COMPENSATORY EDUCATION,EXPENDITURE: % BILINGUAL/ESL EDUCATION,EXPENDITURE: % CAREER & TECHNICAL EDUCATION, EXPENDITURE: % GIFTED & TALENTED EDUCATION,EXPENDITURE: % ATHLETICS/RELATED ACTIVITIES,EXPENDITURE: % HIGH SCHOOL ALLOTMENT,EXPENDITURE: % PREKINDERGARTEN,EXPENDITURE: % UN-ALLOCATED,DISTRICT SIZE,COMMUNITY TYPE,PROPERTY WEALTH,TAX RATE
LATEXO ISD,113905,113 HOUSTON,06,A,2,488,1,16.2,79.1,0,1.6,0,2,48.4,5.1,12.9,4.9,35.7,7.2,95.1,2.1,97.1,96.2,97.1,37,31,78,50,19,82,59,24,75,42,15,76,50,14,73,42,18,83,50,17,69,43,8,80,52,21,,,,89,67,56,,,,58,8,0,71,40,13,100,24.3,1064,18.1,77.9,44.4,1.3,1.4,8.4,57,3.8,28.1,112000,65207,46130,51891,8.9,6.3,11,22.5,14.4,18.9,27.8,0,2.3,95.5,0,0,0,2.3,74.5,10.1,0,0,15,0.4,422348,1.125,6403944,13802,6017459,55.4,36.2,8.4,386485,1549544,0,6323838,5644142,12164,59.2,10.5,6.2,8.7,15.5,3340192,7199,44.9,5.7,8.1,0.1,7.2,0.2,3.7,0.6,0,28.2,Under 500,Rural,"$411,857 to < $427,868",$1.0809 to under $1.2148
KENNARD ISD,113906,113 HOUSTON,06,A,1,246,11.4,7.3,76.4,0,0,0.4,4.5,61.8,0.4,15.9,1.2,35,8.9,95.1,0,100,100,92.3,19,15,82,52,22,84,59,24,83,53,20,82,47,25,67,33,17,70,43,11,89,15,7,82,57,26,,,,,,,-1,-1,-1,83,50,0,76,45,18,57.9,36.4,1022,,48.6,22.1,2.1,4.3,4.2,45.4,15.5,28.5,108160,77178,62400,49040,6,5.1,11.1,39.6,11,12.6,30.5,0,0,95.6,0,0,0,4.4,71.7,3.9,12.3,0,11.3,0.9,619544,0.896,3751056,16821,3782668,49.6,35.9,14.5,-31612,2229290,0,3823211,3504533,15715,48.6,11.7,8.9,10.9,19.9,1703799,7640,35.7,10,10.7,0,4.6,0.3,2.3,0,2.2,32.4,Under 500,Rural,"$602,435 to < $674,066",Under $1.0809
BIG SPRING ISD,114901,114 HOWARD,18,C,8,3629,5.3,66.6,23.8,0.2,0.9,0.2,3,74,6.3,16.2,5.9,31.7,4.5,92.4,1.4,83.7,82.9,79.6,257,168,66,39,16,65,41,15,67,36,15,68,40,16,67,38,19,62,37,13,65,36,14,71,46,20,85,62,46,83,70,49,63,13,0,67,45,22,63,35,13,24.1,17.7,945,20.2,577.6,269.2,1.5,3.3,8.7,46.6,16.7,23.1,97703,82482,60664,49192,41.6,6.3,13.5,54.6,8.6,17,22.6,4.1,22.5,70.6,1.4,0,0,1.4,70.5,13.4,4.7,2.9,6.6,1.8,811783,1.116,46222040,12503,41745756,14.3,69.7,16,4476284,22683126,0,47938069,41398235,11198,51.6,6.3,6.3,15.2,20.6,21339425,5772,37.5,13.1,10.3,0.2,3.5,0.2,2.8,0,1,28.5,"3,000 to 4,999",Independent Town,"$710,768 to < $836,577",$1.0809 to under $1.2148
COAHOMA ISD,114902,114 HOWARD,18,C,3,1084,0.7,42.6,54.6,0.3,0.4,0,1.4,37.8,2.9,10.6,2.7,32.4,5.2,95,0,100,100,100,71,67,71,38,15,71,45,19,69,32,10,75,41,15,73,28,11,78,33,0,69,32,12,73,43,17,100,33,17,-1,-1,-1,,,,63,42,26,57,25,8,38,22.2,-1,19.4,142.8,76,2.1,4.9,2.8,53.2,14.7,22.2,107413,81215,61261,53421,25.2,7.6,14.3,31.6,11.3,9.2,26.6,2.6,19.7,77.6,0,0,0,0,71.1,15.8,5.3,0,7.9,0,600408,1.204,17051174,15572,15806252,41,47.9,11.1,1244922,6570956,0,14563122,13123867,11985,56.2,8.1,4.4,9.9,21.4,7371738,6732,35.2,23.8,5.9,0.1,4.2,0.8,3.4,0,1.7,22.5,"1,000 to 1,599",Non-metropolitan Stable,"$573,876 to < $602,435",$1.0809 to under $1.2148
FORSAN ISD,114904,114 HOWARD,18,A,2,764,1,34.3,60.3,0.3,2.5,0,1.6,33.8,2.4,7.7,2.4,27.2,6.7,96.5,0.9,97.7,100,100,41,39,82,53,25,84,61,32,79,44,18,89,56,23,71,42,21,86,71,29,77,43,22,81,50,27,-1,-1,-1,100,89,63,,,,100,71,43,76,40,20,46.3,47.4,-1,22.4,103.7,58.3,1.9,3,4.2,56.2,16.4,18.3,122085,75983,61884,56701,15.4,7.4,13.1,18.2,15.4,16.3,9.3,0,6.9,93.1,0,0,0,0,81.8,2.6,3.9,0,11.7,0,885486,1.266,11220990,14460,9047242,14.8,79,6.2,2173748,1196778,0,10497947,8945444,11528,55.8,10.7,5.9,10.4,17.3,4991477,6432,44.3,6.9,5.3,0,4.9,0.3,4.2,0,0.4,31.7,500 to 999,Rural,"$836,577 to < $949,515",$1.2148 to under $1.3239
FT HANCOCK ISD,115901,115 HUDSPETH,19,B,3,400,0.5,96.5,2,0,0.3,0,0.8,88.3,59.8,9.5,73.3,26.8,6,95.3,0,100,100,96.2,22,19,71,40,13,71,46,16,71,27,6,72,45,14,77,61,32,,,,71,40,12,67,40,20,,,,-1,-1,-1,,,,78,67,67,70,39,12,90.9,5,884,,84.6,35.3,3.3,3.5,3.6,41.7,17.3,30.6,105797,76141,72542,55055,96.3,4.7,11.3,42.5,12,32,5.7,2.8,91.2,6,0,0,0,0,34.3,9.5,15.3,30.8,7.9,2.2,704961,1.01,5990602,14792,5871684,38.8,48.5,12.6,118918,2748708,0,6524731,6232160,15388,51.8,10.5,6.1,11.8,19.8,3227703,7970,37.1,6.5,15.8,2.8,2.6,0.1,2.1,0.1,0.7,29.3,Under 500,Rural,"$674,066 to < $710,768",Under $1.0809
SIERRA BLANCA ISD,115902,115 HUDSPETH,19,B,1,118,3.4,71.2,23.7,0,0.8,0,0.8,77.1,2.5,16.1,2.5,33.1,0,92.6,4.4,87.5,100,91.7,16,16,75,39,14,75,43,14,74,37,13,74,30,11,77,46,23,-1,-1,-1,82,41,12,83,44,11,,,,,,,,,,,,,81,32,11,0,,,,22.5,11.7,2.2,2.2,0,51.8,26.5,17.2,90000,90000,,61095,82.2,5.2,10.1,48.6,12.4,17.1,12.6,0,74.3,25.7,0,0,0,0,78.8,8.1,3.5,0,9.7,0,1293691,1.386,3627954,28343,2479448,15,75.6,9.4,1148506,1616160,0,3257117,1839552,14372,58.3,18.5,3.6,8.1,11.6,1071849,8374,41.9,7.3,6,1.5,4.2,0,1.5,0,0.5,35.1,Under 500,Rural,"$1,039,446 to < $1,892,208",$1.3239 and over
DELL CITY ISD,115903,115 HUDSPETH,19,A,1,66,1.5,68.2,27.3,0,0,0,3,77.3,24.2,15.2,24.2,15.2,7.6,95.4,11.8,60,100,100,2,2,76,49,27,78,47,22,68,39,29,91,73,18,83,67,67,,,,69,33,13,86,72,52,,,,,,,,,,-1,-1,-1,70,38,18,-1,,,,25.9,8.7,0.1,3.9,0.1,33.6,29.2,33.1,122110,59845,61486,62776,61,2.5,7.6,43.2,15.2,0,34.1,11.5,34,54.5,0,0,0,0,83.7,2.9,1.9,0,11.5,0,961772,0.966,2121085,29874,2094145,46.7,42.5,10.8,26940,821896,0,2004979,2004979,28239,41.2,29.4,4.6,14.3,10.5,826167,11636,39.9,6,2.2,0.6,0.1,0,2.6,0,0,48.7,Under 500,Rural,"$949,515 to < $1,039,446",Under $1.0809
CADDO MILLS ISD,116901,116 HUNT,10,A,4,2227,2.4,20.4,73.6,0.4,0.4,0,2.8,35,4.8,14,4.8,40.2,3.5,97.2,0,98.5,99.2,99.1,138,137,87,62,31,88,67,35,88,56,26,87,67,32,72,50,28,81,49,21,81,51,23,88,65,33,79,57,14,91,91,36,,,,92,66,34,81,51,23,91.3,34.9,992,21.5,310.9,163.6,1.9,3.2,7.6,52.6,1.3,33.4,122115,79434,65872,54658,12.8,7.2,13.6,27.9,11.6,24.4,15.7,1.2,4.3,92.7,0,0.6,1.2,0,68.1,9.1,10.5,1.2,8.9,2.3,343540,1.257,24199713,12155,21257727,60.5,36.1,3.4,2941986,5675921,0,43329917,20020454,10055,54.1,6,6.6,13.1,20.2,10837786,5443,42.1,9.2,5.5,0.5,6.8,0.1,5.3,0,1.1,25.3,"1,600 to 2,999",Other Central City Suburban,"$340,843 to < $359,962",$1.2148 to under $1.3239
CELESTE ISD,116902,116 HUNT,10,B,3,483,2.5,20.7,71.4,0.8,0,0,4.6,55.1,5.6,15.5,5.6,26.9,4.8,96.9,0,97.4,100,100,39,36,76,51,22,79,57,23,73,44,20,66,47,18,85,60,26,54,38,8,76,55,22,77,52,23,88,50,13,,,,,,,59,34,9,68,44,13,38.5,46.7,1171,20.4,92.8,46.9,2.2,3.2,2.9,50.5,21.5,19.7,100750,78741,60757,52744,5.3,5.2,10.3,22.7,15.4,27.1,25.4,3.1,0,95.7,1.2,0,0,0,70.4,10.1,10.4,0,6.2,2.8,298092,1.224,7513858,15210,6889767,68.2,22.3,9.6,624091,1523748,0,7246386,6506050,13170,55.3,9,4.4,12.9,18.4,3594621,7277,37.2,7.7,11.5,0.1,5.1,0.2,5.7,0.2,0.4,30.6,Under 500,Rural,"$234,712 to < $298,152",$1.2148 to under $1.3239
COMMERCE ISD,116903,116 HUNT,10,B,4,1440,25.3,21.8,44,0.6,1.3,1.2,5.8,71.1,10.8,15.8,10.8,37.1,5.8,93.4,0.6,93.9,94.6,97.2,106,90,62,33,13,64,38,17,55,22,9,70,37,13,62,39,13,41,15,5,66,35,11,71,42,19,-1,-1,-1,86,59,41,61,17,0,68,35,14,56,25,9,27.4,24.1,1000,20.6,236.6,128.1,3.7,3.4,9,54.2,12.7,17.1,87950,67423,67664,53943,18.1,6.1,11.2,38.6,10.9,30.9,27.5,7.8,3.9,85.2,0,0,0,3.1,75,11.4,3.1,1.6,6.9,2,378877,1.36,23511032,16137,21159754,48.3,32.2,19.6,2351278,5152821,0,23151911,20694065,14203,51.7,11.9,5.7,9.5,21.2,10701871,7345,36.3,20.9,10.3,0.1,3,1.1,2.7,0.2,0.1,25.5,"1,000 to 1,599",Other Central City Suburban,"$359,962 to < $411,857",$1.3239 and over
GREENVILLE ISD,116905,116 HUNT,10,C,11,5320,16.4,47,29.6,0.3,0.9,0.3,5.6,75,24.5,14,25,28.8,8.2,95.2,1.5,95.1,98.7,99.2,341,301,61,32,13,60,37,15,58,24,9,64,33,13,66,37,20,45,18,6,59,29,11,72,45,20,65,53,41,81,60,35,23,0,0,65,37,15,56,27,10,29.6,29.7,970,20.8,797.7,397.8,1.9,3.1,12.9,49.9,13.1,19.1,109646,82596,63571,53738,35.8,6.7,13.4,56.5,8.3,22.4,23.1,10.7,11.6,75.4,0.8,0.3,0,1.3,62.7,14.5,7.8,5.3,7.5,2.3,511160,1.169,68303621,12958,60389232,39.7,44.8,15.5,7914389,21741602,0,62579146,52672847,9993,54.2,9.4,6.4,10,20.1,28521413,5411,38.7,12.8,9.2,1.8,4.4,1.1,2.3,0,2.4,25,"5,000 to 9,999",Other Central City,"$479,670 to < $526,224",$1.0809 to under $1.2148
LONE OAK ISD,116906,116 HUNT,10,A,3,1025,2.2,13.7,79.5,0.7,0.6,0.4,2.9,48.2,3.4,16.5,3.4,30,7.4,96.6,0.6,100,100,98.8,81,77,79,52,23,78,57,26,81,48,19,77,47,20,74,51,27,58,17,4,78,53,25,80,53,23,62,31,23,100,100,71,-1,-1,-1,84,62,22,73,43,16,80.2,26.2,992,19.2,155.6,75,2,4.6,6.4,48.2,0,38.9,104260,74039,65146,58730,7.6,6.6,13.7,26.7,12.9,26.3,21.7,0,1.2,98.8,0,0,0,0,79.9,8.4,2.2,0,9.4,0,338364,1.207,12143774,12584,10836348,56.7,31.2,12,1307426,2375115,0,12741725,11899706,12331,55.4,8.4,7,10.6,18.5,6593778,6833,40.9,12.4,7.5,0,5.8,0.2,4.2,0.2,1.7,27.1,"1,000 to 1,599",Other Central City Suburban,"$298,152 to < $340,843",$1.0809 to under $1.2148
QUINLAN ISD,116908,116 HUNT,10,B,4,2575,0.7,35.9,59.4,0.5,0.3,0.4,2.8,73.7,17.2,14.9,17,30.7,3.4,93.8,1.1,93.8,97.4,93.5,162,122,68,39,18,69,44,20,63,29,12,74,42,18,72,49,29,52,20,4,65,37,17,69,40,19,72,33,11,83,67,33,92,46,8,76,41,22,66,36,17,37.7,16.4,938,-1,380.3,174.6,1.8,2.6,6.4,45.9,10.3,32.9,112541,78801,65858,55079,14,6.8,14.7,42.3,10.1,19.9,30.1,0,6.8,89.9,0.5,1.1,0,1.7,65.2,13,9.1,1,9.5,2.3,418607,1.083,33159850,12828,31459666,46.7,35.7,17.6,1700184,17854811,0,31070351,27651512,10697,51.9,10.3,6.1,10.9,20.8,14354598,5553,26.4,13.1,20.7,0.5,5.6,0.3,2.6,0,0,28.5,"1,600 to 2,999",Other Central City Suburban,"$411,857 to < $427,868",$1.0809 to under $1.2148
WOLFE CITY ISD,116909,116 HUNT,10,B,3,701,4.1,20.4,73.5,0.6,0.3,0,1.1,52.9,8.3,11.8,8.3,28.4,7.6,96.4,0,97.7,100,100,43,41,81,48,20,78,53,24,82,43,17,80,46,13,86,48,22,51,24,4,80,45,19,83,50,21,78,33,11,-1,-1,-1,,,,70,40,10,76,40,15,32.6,35.7,,23,108.6,61.2,1.9,1.7,4.6,56.4,18.4,17,82450,79160,63134,52139,11.5,6.5,11.4,24.2,11.5,11.1,26.3,0,4.9,95.1,0,0,0,0,72.2,7.2,7.8,1.6,8.7,2.5,250965,1.144,9821169,15394,9332923,67.8,21.1,11.1,488246,4382803,0,10029095,8786668,13772,59.1,5.9,4.1,11,20,5192886,8139,39.8,13.6,6.8,0.3,5.3,0,3.9,0.1,0.7,28.2,500 to 999,Rural,"$234,712 to < $298,152",$1.0809 to under $1.2148
CAMPBELL ISD,116910,116 HUNT,10,C,2,303,0.7,31.4,64.7,0,1.3,0,2,63,13.5,22.8,12.9,18.2,4,93.3,0,100,100,96.3,28,27,54,25,8,58,32,12,47,16,5,55,19,3,68,42,16,-1,-1,-1,50,23,9,57,26,8,,,,100,38,25,,,,17,17,8,50,23,8,10.7,-1,-1,,60.9,32.1,3.3,3.3,4.2,52.7,15.3,21.2,99000,72572,48310,46536,6.5,5,9.4,45.9,8.7,17,31.9,0,6.2,93.8,0,0,0,0,69.5,10.7,4.8,0.3,11.5,3.1,456170,0.888,4601622,16034,4425288,58.6,27.8,13.6,176334,2474495,0,4938348,3922686,13668,50.4,13.5,4.8,17,14.3,1976288,6886,25.7,13.8,13.1,1.4,4.8,0,3.3,0,0,36.6,Under 500,Rural,"$427,868 to < $456,750",Under $1.0809
BLAND ISD,116915,116 HUNT,10,A,3,761,1.2,44.4,51.9,1.2,0.3,0.1,0.9,51,20,15,20,27.9,8,97.3,0,96.3,100,98,52,50,84,56,26,84,60,29,87,55,26,88,57,17,70,39,25,77,46,31,82,52,21,86,60,29,100,73,55,-1,-1,-1,,,,100,75,50,83,50,19,63.5,36.4,1016,20.4,120.1,61,2.1,4.6,4.2,50.8,18.2,20.1,110210,80058,68518,53652,9.2,6.3,12.5,23,13.7,19.7,21,0,1.6,95.1,1.6,1.6,0,0,84,8,0,0,7.7,0.3,369719,1.153,11477407,15875,10683518,57.9,28.8,13.3,793889,4114964,0,10544808,9195569,12719,54.2,7.4,6.6,15.7,16,4986262,6897,43.3,8.6,5.6,0.5,5,0.1,2.6,0,0.9,31.2,500 to 999,Rural,"$359,962 to < $411,857",$1.0809 to under $1.2148
BOLES ISD,116916,116 HUNT,10,B,3,529,2.8,19.3,73,0.8,0.9,0,3.2,99.6,5.7,14.6,4.7,24.2,6.2,96.4,0.6,100,100,95.6,37,34,74,39,13,76,45,18,75,31,10,72,42,10,65,34,7,67,17,0,71,38,10,75,39,14,-1,-1,-1,75,75,38,,,,57,14,7,67,33,13,89.2,15.2,-1,17.9,98.2,47.7,1,3.3,1.9,48.6,15.2,29.9,119600,94948,67575,64234,7.4,5.4,11.1,19.4,13.2,33,10.2,3.7,1.8,94.5,0,0,0,0,64.4,10.3,16.1,0,8.1,1.1,49103,1.336,9391169,18896,8783200,69.8,4.6,25.6,607969,3436174,0,8524732,7871180,15837,54.3,13.6,7.2,11.8,13.1,4272851,8597,31.6,9.5,16,0.1,4.7,0.5,4.6,0,1,28.7,500 to 999,Rural,"Under $164,606",$1.3239 and over
BORGER ISD,117901,117 HUTCHINSON,16,B,6,2493,2.3,47.5,44.7,0.9,0.7,0,3.9,55,11.1,13.5,10.1,22,5.2,94.1,0.6,98.4,95,98.9,197,155,78,51,23,77,52,22,78,45,20,85,62,29,75,46,28,71,46,21,75,45,19,82,56,27,84,57,23,89,70,33,,,,75,53,28,70,40,16,73.1,9.7,874,21,430.5,178.1,1.4,3,8.9,41.4,21.1,24.1,109942,72406,58721,52262,23,5.8,14,36.4,11.5,14.6,18.3,0,14,82.1,2.2,0.6,0,1.1,80.9,5.9,0,1.5,5,6.7,257068,1.379,32717659,13268,28158642,57.1,27.9,15,4559017,5440493,0,33689657,26835279,10882,60.1,6.2,4.7,9.5,19.5,16137883,6544,42.2,13.3,9.7,0.6,3.3,0.4,4.1,0.7,0,21.8,"1,600 to 2,999",Non-metropolitan Stable,"$234,712 to < $298,152",$1.3239 and over
SANFORD-FRITCH ISD,117903,117 HUTCHINSON,16,B,3,692,1,9.8,84.1,0.7,0.4,0,3.9,40.5,0.6,14.9,0.6,23,3.8,93.9,2.2,95.8,94.4,98.3,46,36,75,45,19,77,52,24,72,36,14,74,42,19,78,48,18,67,33,22,68,43,13,76,46,20,36,18,0,50,17,17,,,,82,56,23,62,33,14,82.6,15.8,,18.3,133.3,60.8,1.5,2.9,1,45.6,22.1,26.9,82181,77764,55899,52407,8.8,5.2,11.4,28,13.7,16.4,18.8,0,0,95.1,1.6,1.6,0,1.6,71.8,11.4,3.3,0.1,8.4,5,188781,1.315,9232526,13478,8596382,70.2,19,10.8,636144,3538416,0,10041490,9374728,13686,49.5,9,5.3,22.4,13.7,4642616,6778,36,9.5,4.7,0,4.2,0.1,2.6,0,1.1,39.8,500 to 999,Rural,"$164,606 to < $234,712",$1.2148 to under $1.3239
PLEMONS-STINNETT-PHILLIPS CISD,117904,117 HUTCHINSON,16,A,3,621,0,22.7,70.2,1.1,0,0.2,5.8,45.4,1.3,17.1,1.1,19,7.1,93.5,0.5,100,100,97.1,73,63,78,47,22,77,52,24,80,44,20,83,49,21,73,40,23,,,,74,35,14,80,52,26,56,33,0,,,,,,,80,52,13,70,39,13,56.2,36.6,1170,21.5,126.2,69.6,1.8,3,3.8,55.1,12.7,23.6,90719,84557,59183,51346,15.7,4.9,8.9,23,14.9,22.8,29.8,1.4,13.2,81.1,1.4,2.9,0,0,81.1,7.8,1.3,0,5.2,4.6,1834177,1.229,14549581,21683,8672781,6.1,83.1,10.8,5876800,357933,0,13686572,9101562,13564,56.7,7.6,5.2,13.8,16.7,5157955,7687,46.7,7.5,6.5,0.1,2.4,0,3.3,0,1,28.7,500 to 999,Rural,"$1,039,446 to < $1,892,208",$1.2148 to under $1.3239
SPRING CREEK ISD,117907,117 HUTCHINSON,16,B,1,96,3.1,33.3,57.3,0,0,0,6.3,43.8,6.3,13.5,6.3,6.3,5.2,96.9,0,,,,,,82,47,17,84,59,22,80,36,16,76,41,0,88,50,25,-1,-1,-1,81,42,9,83,53,24,,,,,,,,,,79,29,7,84,40,16,,,,,23.6,12,7.1,0.1,0,50.9,0,41.9,90424,85000,,53527,20.6,4.1,8,45.9,8.2,15.8,39.3,0,0,100,0,0,0,0,89.8,0,6.5,0,3.7,0,347080,1.022,2056701,19403,1853053,76,21,3,203648,1012040,0,1640135,1631550,15392,52.7,13.9,6.1,11.7,15.7,859670,8110,34.9,7.8,13.4,0.7,1.2,1.2,0.1,0,0,39.4,Under 500,Rural,"$340,843 to < $359,962",Under $1.0809
